"Title","Average","Male","Female","Gap"
"SUPERVISING THERAPIST",86441.7741935484,86651.2241451392,86409.5585247344,0.00139642047537556
"SUPERVISOR",93863.1123188406,92535.7943125754,108435.819776048,-0.0791157772980859
"SUPERVISOR ASSIGNED",144383.590909091,138473.735190689,146162.260300368,-0.0270117807707876
"SUPERVISOR I",57441.3746312684,57123.3331011712,57577.9719520652,-0.00396367635645479
"SUPERVISOR I SOCIAL WORK",64756.2978723404,64544.611552977,64771.6672603294,-0.00175581689665081
"SUPERVISOR II",67700.2514285714,67320.4064588665,67880.687000375,-0.00414405332954896
"SUPERVISOR II SOCIAL WORK",75031.1395348837,75277.3260563048,74922.6186734565,0.00236156799848684
"SUPERVISOR III",75349.6037735849,74619.2163864019,75798.1808196362,-0.0078379526247179
"SUPERVISOR III SOCIAL WORK",80921.28,79514.8052976159,81469.1083679298,-0.0121397413307643
"SUPERVISOR OF CHILD CARE",66719.8333333333,66482.708208092,67190.662219883,-0.0052961484364794
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",74998.3448275862,74787.2729192034,77602.2688932491,-0.0184723698264686
"SUPERVISOR OF ELEVATOR MAINTENANCE",127278.666666667,127278.607182078,127298.004340337,-7.61937954278167e-05
"SUPERVISOR OF HOUSING CARETAKER",60777.8819875776,61181.5451593666,59830.7858508677,0.0111621625434574
"SUPERVISOR OF HOUSING STOCK WORKERS",70509.0588235294,70728.2199047268,68894.3010099483,0.0131348358614667
"SUPERVISOR OF INVESTIGATORS",83571,82000,85919.4305618012,-0.0233411377628434
"SUPERVISOR OF IRONWORK",125151,125151,125151,-5.81374308969439e-17
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",79625.350877193,79524.0111686672,82434.9912049078,-0.0179735611702897
"SUPERVISOR OF MECHANICS",124099.158536585,124126.446759754,119954.964472507,0.017090536580344
"SUPERVISOR OF MOTOR TRANSPORT",64359.4166666667,63969.399474418,67511.0300306708,-0.026936560593725
"SUPERVISOR OF NURSES",90768.5428571429,93990.2090604483,90452.252899182,0.0191818962058787
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",45465.1111111111,45204.1841112256,46126.5350870481,-0.0100990223653024
"SUPERVISOR OF RADIO AND TELEVISION OPERATORS",80805.4285714286,79610.6466737495,87929.4234232466,-0.0496524607198803
"SUPERVISOR OF SCHOOL SECURITY",69124.3007518797,68707.0832553719,69487.4373081937,-0.00564677998548381
"SUPERVISOR OF STOCK WORKERS",49440.520661157,49415.5202891431,49691.8311288106,-0.0027879953980632
"SUPERVISOR OF TRAFFIC DEVICE MAINTAINERS",65685.3913043478,65760.9444820179,64642.6069169321,0.00857597475750022
"SUPERVISOR OF TRAFFIC DEVICE MAINTAINERS L2 & L3",75008,75137.4907435502,72230.5842673848,0.0197254831207485
"SUPVSNG SYSTEMS ANALYST",59007.5,66216.1698794541,51795,0.122201736447363
"SURGEON DETAILED AS DEPUTY CHIEF SURGEON",140768,140768,140768,0
"SURVEYOR",75010.2115384615,75337.8690237258,72516.7141880188,0.01908060456717
"SYSTEMS ADMINISTRATOR-CAM FIN BD",111523.0625,113043.16528433,104987.526514524,0.0369472696864079
"SYSTEMS ANALYST",49808.4,49575.0748932721,49808.5732413186,-0.00234946444841925
"TAX MAP CARTOGRAPHER",69780,69780.3290855623,69686,0.000676357413153042
"TAXI AND LIMOUSINE INSPECTOR",41183.6945812808,41093.5502667053,41699.3840811256,-0.00731745793517879
"TEACH ASST VOCATION - REG SUB",52976.2790697674,52693.7060225755,53389.4258666888,-0.00655825136120129
"TEACHER",92769.5992627888,92017.8063420154,93057.1493894338,-0.00561579519665819
"TEACHER-REG SUB",66154.6089285714,73546.2626550876,61469.7102586453,0.0894453606919419
"TEACHER AIDE",27316.5714285714,27306.238718115,27324.1714376755,-0.000328255261296695
"TEACHER ASSIGNED A",101302.145518044,98278.8636922997,101682.695126755,-0.0170224289836378
"TEACHER ASSIGNED B",90519.6666666667,103973.072948974,83769.0868304642,0.107615605052406
"TEACHER ASSISTANT - REG SUB",22500,22500,22500,0
"TEACHER ATTENDANCE",97670.8154269972,101316.213573488,95215.0506431587,0.0310442359115119
"TEACHER OF LIBRARY",82278,82278,82278,8.84313864481809e-17
"TEACHER RESOURCE ROOM",121862,NA,121862,NA
"TEACHER SPECIAL EDUCATION",87072.5768756677,86363.0185276386,87231.2256922584,-0.00500135916672505
"TEACHER SPECIAL EDUCATION-REG SUB",60107.11634757,59691.1661680296,60294.6753749543,-0.00502983684711191
"TEACHER TRAINER",107968.666666667,111049.243618832,107964.517079512,0.0140846243153114
"TELECOMMUNICATION MANAGER",135954.785714286,135632.556818421,139427.252089255,-0.0137958914677648
"TELECOMMUNICATIONS ASSOCIATE",77079.5761589404,77207.7213753992,76470.9206152234,0.00479442524108729
"TELECOMMUNICATIONS MANAGER",103893.666666667,98608.6122750235,129883.81410595,-0.136876317199152
"TELEPHONE SERVICE TECHNICIAN",63615.375,63788.0463070737,58929.5746541386,0.0395906603703698
"TEMPORARY CLERK",29343.8571428571,29831.3195326127,29149.0011217774,0.0115685775062766
"TESTS AND MEASUREMENT SPECIALIST",66547.6774193548,65898.0484713217,67256.1275812436,-0.0101992979130134
"THERMOSTAT REPAIRER",96447.33,96447.33,96447.33,-7.54396997219459e-17
"TITLE EXAMINER",42827,42827,42827,0
"TRAFFIC CONTROL INSPECTOR",53086.6785714286,52810.6170056876,53612.8075794919,-0.00753772561756119
"TRAFFIC DEVICE MAINTAINER",58435.8031088083,58468.1023116059,56338.7343574137,0.0185473967925014
"TRAFFIC ENFORC AGENT-L 3 & 4 ONLY",45545.2047244095,45502.2320224953,45627.8461578546,-0.00137840477993183
"TRAFFIC ENFORCEMENT AGENT AL 1 & 2 ONLY",40139.5756148613,40036.7274730892,40273.5039083513,-0.00294827235819391
"TRAINER ASSISTANT",55039.380952381,54833.869077838,55281.6630840099,-0.0040665834998983
"UFT SCHOOL SECRETARY ASSIGNED - NON SCHOOL BASED- 12 MONTH",58088,NA,58088,NA
"UNIVERSITY ADMINISTRATOR",85729,72800,86187.3848069092,-0.0842040695440602
"UNIVERSITY ARCHITECT",105882,105882,105882,0
"UNIVERSITY ASSISTANT ADMINISTRATOR",137000,137000,137000,0
"UNIVERSITY ASSISTANT ARCHITECT",60516.5,60515.7365422813,62563,-0.0166337705052361
"UNIVERSITY ASSISTANT DEAN",137000,NA,137000,NA
"UNIVERSITY ENGINEER",92311,92311,92311,0
"UNIVERSITY PAYROLL ANALYST",46122,43840,47431.0542635659,-0.0393449412033295
"URBAN ARCHEOLOGIST",73703,73703,73703,0
"URBAN PARK RANGER",47138.3389121339,47138.2326806681,47138.5047980157,-2.8863678877105e-06
"VICE PRESIDENT",179969.666666667,181744.756241959,177845.243016134,0.0108443316940682
"VOTING MACHINE TECHNICIAN",36377.4571428571,36847.3134445312,34529.7891160931,0.0324687364056238
"WARDEN",198685.954545455,194280.387350377,202272.822878831,-0.0201547618889141
"WARDEN-ASSISTANT DEPUTY WARDEN TED < 11/1/92",119977.371794872,120578.047839547,119560.852004828,0.00423586447417904
"WARDEN-DEPUTY WARDEN IN COMM TED < 11/1/92",170791.666666667,170144.872573292,171835.665655025,-0.00494412076924713
"WARDEN-DEPUTY WARDEN TED < 11/1/92",150389.763157895,152855.283083997,149047.940098878,0.0126111372544462
"WATCHPERSON",47555,47555,NA,NA
"WATER USE INSPECTOR",43041.8775510204,43222.5507399434,41472.8105409075,0.0206592211494761
"WATERSHED MAINTAINER",53824.0886699507,53909.2844183578,51590.6467307708,0.0219776227560707
"WIPER",88400,88400,88400,0
"WORKER'S COMPENSATION BENEFITS EXAMINER",51526.14,49298.2858572266,52303.957808338,-0.0295827320605724
"X-RAY TECHNICIAN",57666,56366.9017404053,58706.861660792,-0.0203344346376208
"YOUTH COORDINATOR",59532.2222222222,61181.2386752942,59060.6525870918,0.0176360007809173
"YOUTH DEVELOPMENT SPECIALIST",47955.1200828157,46908.0038893387,50535.2515044863,-0.037224203978898
