Name,F,M,M_weight,F_weight
LAURA,62265,79,0.001267163,0.998732837
LAURAANN,11,0,0,1
LAURAINE,64,0,0,1
LAURAJEAN,5,0,0,1
LAURAL,5,0,0,1
LAURALEE,64,0,0,1
LAURANCE,0,74,1,0
LAURE,91,0,0,1
LAUREEN,1001,0,0,1
LAUREL,3130,0,0,1
LAUREN,36841,313,0.008424396,0.991575604
LAURENCE,5,5547,0.999099424,0.000900576
LAURENE,318,0,0,1
LAURENT,0,59,1,0
LAURETTA,808,0,0,1
LAURETTE,379,0,0,1
LAUREY,5,0,0,1
LAURI,855,0,0,1
LAURICE,57,0,0,1
LAURIE,19927,0,0,1
LAURIEANN,48,0,0,1
LAURIN,5,0,0,1
LAURINDA,34,0,0,1
LAURINE,17,0,0,1
LAURISSA,5,0,0,1
LAURY,16,0,0,1
LAURYN,821,0,0,1
LAVAR,0,169,1,0
LAVASIA,5,0,0,1
LAVELL,0,25,1,0
LAVELLE,0,30,1,0
LAVENDER,5,0,0,1
LAVERN,126,264,0.676923077,0.323076923
LAVERNA,35,0,0,1
LAVERNE,1214,1062,0.466608084,0.533391916
LAVETTE,32,0,0,1
LAVINA,71,0,0,1
LAVINIA,186,0,0,1
LAVON,20,176,0.897959184,0.102040816
LAVONDA,5,0,0,1
LAVONIA,5,0,0,1
LAVONNE,170,0,0,1
LAVREN,10,0,0,1
LAWANA,37,0,0,1
LAWANDA,252,0,0,1
LAWANNA,5,0,0,1
LAWERENCE,0,87,1,0
LAWRANCE,0,47,1,0
LAWRENCE,43,53547,0.999197611,0.000802389
LAWSON,0,169,1,0
LAYA,59,0,0,1
LAYAH,20,0,0,1
LAYAL,12,0,0,1
LAYAN,139,0,0,1
LAYLA,4415,0,0,1
LAYLAH,220,0,0,1
LAYLANI,78,0,0,1
LAYLANIE,5,0,0,1
LAYNA,48,0,0,1
LAYNE,0,143,1,0
LAYSHA,53,0,0,1
LAYTON,0,58,1,0
LAZAR,0,107,1,0
LAZARO,0,230,1,0
LAZARUS,0,100,1,0
LAZER,0,401,1,0
LEA,2601,0,0,1
LEAH,20033,0,0,1
LEAM,0,5,1,0
LEAMON,0,5,1,0
LEAN,0,5,1,0
LEANA,313,0,0,1
LEANDER,0,94,1,0
LEANDRA,509,0,0,1
LEANDRE,0,6,1,0
LEANDRO,0,586,1,0
LEANN,745,0,0,1
LEANNA,1338,0,0,1
LEANNE,1893,0,0,1
LEANNY,34,0,0,1
LEANORA,101,0,0,1
LEANORE,114,0,0,1
LEART,0,5,1,0
LEASIA,11,0,0,1
LEATRICE,508,0,0,1
LEBA,31,0,0,1
LEBRON,0,48,1,0
LECIA,5,0,0,1
LEDA,82,0,0,1
LEE,4593,11220,0.709542781,0.290457219
LEEAH,25,0,0,1
LEEANA,30,0,0,1
LEEANN,923,0,0,1
LEEANNA,108,0,0,1
LEEANNE,197,0,0,1
LEEBA,43,0,0,1
LEELA,240,0,0,1
LEEN,49,0,0,1
LEENA,312,0,0,1
LEESA,61,0,0,1
LEEYA,18,0,0,1
LEEYAH,10,0,0,1
LEEZA,22,0,0,1
LEGACI,5,0,0,1
LEGACY,44,13,0.228070175,0.771929825
LEGEND,0,315,1,0
LEGRAND,0,6,1,0
LEIA,565,0,0,1
LEIAH,29,0,0,1
LEIANA,10,0,0,1
LEIB,0,209,1,0
LEIBISH,0,109,1,0
LEIBY,0,60,1,0
LEIDA,38,0,0,1
LEIDY,15,0,0,1
LEIF,0,354,1,0
LEIGH,2048,601,0.226878067,0.773121933
LEIGHA,270,0,0,1
LEIGHANN,203,0,0,1
LEIGHANNA,5,0,0,1
LEIGHANNE,15,0,0,1
LEIGHTON,140,188,0.573170732,0.426829268
LEILA,3316,0,0,1
LEILAH,115,0,0,1
LEILAND,0,6,1,0
LEILANI,1511,0,0,1
LEILANIE,17,0,0,1
LEILANY,89,0,0,1
LEILENE,7,0,0,1
LEISA,105,0,0,1
LEISHA,32,0,0,1
LEJLA,33,0,0,1
LEKISHA,32,0,0,1
LELA,383,0,0,1
LELAND,0,2335,1,0
LELANI,10,0,0,1
LELIA,154,0,0,1
LEMAR,0,47,1,0
LEMUEL,0,261,1,0
LEN,0,24,1,0
LENA,9108,0,0,1
LENARD,0,213,1,0
LENETTE,10,0,0,1
LENI,47,0,0,1
LENIN,0,175,1,0
LENISE,11,0,0,1
LENNA,5,0,0,1
LENNART,0,6,1,0
LENNIE,0,49,1,0
LENNON,104,168,0.617647059,0.382352941
LENNOX,110,296,0.729064039,0.270935961
LENNY,0,1346,1,0
LENORA,1815,0,0,1
LENORE,4272,0,0,1
LENOX,0,65,1,0
LENWOOD,0,6,1,0
LEO,5,17080,0.999707346,0.000292654
LEOCADIA,76,0,0,1
LEOLA,441,0,0,1
LEON,0,14155,1,0
LEONA,5550,0,0,1
LEONARD,41,32184,0.998727696,0.001272304
LEONARDA,67,0,0,1
LEONARDO,0,4192,1,0
LEONCIO,0,10,1,0
LEONDRE,0,5,1,0
LEONE,121,0,0,1
LEONEL,0,790,1,0
LEONELA,48,0,0,1
LEONIA,6,0,0,1
LEONID,0,5,1,0
LEONIDAS,0,343,1,0
LEONIDES,0,7,1,0
LEONIE,55,0,0,1
LEONILDA,5,0,0,1
LEONOR,260,0,0,1
LEONORA,1354,0,0,1
LEONORE,555,0,0,1
LEONTINE,5,0,0,1
LEOPOLD,0,411,1,0
LEOPOLDO,0,71,1,0
LEOR,0,27,1,0
LEORA,760,0,0,1
LEOTA,48,0,0,1
LEQUAN,0,22,1,0
LERON,0,72,1,0
LEROY,0,8352,1,0
LES,0,112,1,0
LESA,223,0,0,1
LESHA,6,0,0,1
LESHAWN,0,24,1,0
LESIA,41,0,0,1
LESLEE,172,0,0,1
LESLEY,2491,31,0.012291832,0.987708168
LESLEYANN,5,0,0,1
LESLI,82,0,0,1
LESLIE,18982,7324,0.278415571,0.721584429
LESLIEANN,22,0,0,1
LESLY,870,54,0.058441558,0.941558442
LESLYE,85,0,0,1
LESTER,0,7550,1,0
LETA,230,0,0,1
LETETIA,5,0,0,1
LETHA,105,0,0,1
LETICIA,1841,0,0,1
LETISHA,139,0,0,1
LETITIA,825,0,0,1
LETIZIA,5,0,0,1
LETOYA,5,0,0,1
LETTA,11,0,0,1
LETTICIA,26,0,0,1
LETTIE,10,0,0,1
LETTY,98,0,0,1
LEV,0,228,1,0
LEVAR,0,280,1,0
LEVENT,0,5,1,0
LEVI,12,4661,0.997432056,0.002567944
LEVIN,0,5,1,0
LEVON,0,225,1,0
LEVY,0,129,1,0
LEW,0,34,1,0
LEWIS,0,9488,1,0
LEX,0,12,1,0
LEXA,17,0,0,1
LEXI,723,0,0,1
LEXIE,337,0,0,1
LEXINGTON,18,18,0.5,0.5
LEXIS,116,0,0,1
LEXUS,235,0,0,1
LEXY,11,0,0,1
LEYA,16,0,0,1
LEYAH,49,0,0,1
LEYDA,5,0,0,1
LEYLA,652,0,0,1
LEYLAH,11,0,0,1
LEYLANI,38,0,0,1
LEYNA,52,0,0,1
LEZER,0,5,1,0
LI,38,12,0.24,0.76
LIA,2171,0,0,1
LIAH,121,0,0,1
LIAM,16,17613,0.999092405,0.000907595
LIAN,68,103,0.602339181,0.397660819
LIANA,2122,0,0,1
LIANDRA,5,0,0,1
LIANE,286,0,0,1
LIANI,8,0,0,1
LIANN,6,0,0,1
LIANNA,663,0,0,1
LIANNE,227,0,0,1
LIANNI,5,0,0,1
LIANNY,23,0,0,1
LIANY,5,0,0,1
LIARA,6,0,0,1
LIAT,43,0,0,1
LIAV,0,5,1,0
LIBA,505,0,0,1
LIBBIE,41,0,0,1
LIBBY,1875,0,0,1
LIBERTY,319,0,0,1
LIBORIA,7,0,0,1
LIBORIO,0,52,1,0
LIBRA,5,0,0,1
LICIA,12,0,0,1
LIDA,85,0,0,1
LIDIA,565,0,0,1
LIEL,57,0,0,1
LIELLE,61,0,0,1
LIEM,0,11,1,0
LIESL,33,0,0,1
LIEV,0,55,1,0
LIGIA,34,0,0,1
LIISA,10,0,0,1
LILA,4635,0,0,1
LILAH,775,0,0,1
LILI,176,0,0,1
LILIA,389,0,0,1
LILIAN,987,0,0,1
LILIANA,2844,0,0,1
LILIANNA,418,0,0,1
LILIBETH,100,0,0,1
LILITH,184,0,0,1
LILLA,6,0,0,1
LILLI,67,0,0,1
LILLIA,11,0,0,1
LILLIAM,189,0,0,1
LILLIAN,41248,26,0.000629937,0.999370063
LILLIANA,967,0,0,1
LILLIANN,5,0,0,1
LILLIANNA,308,0,0,1
LILLIE,1562,0,0,1
LILLITH,11,0,0,1
LILLY,2321,0,0,1
LILLYAN,24,0,0,1
LILLYANA,102,0,0,1
LILLYANN,39,0,0,1
LILLYANNA,126,0,0,1
LILOU,11,0,0,1
LILY,9142,0,0,1
LILYA,18,0,0,1
LILYAN,393,0,0,1
LILYANA,396,0,0,1
LILYANN,90,0,0,1
LILYANNA,246,0,0,1
LILYANNE,35,0,0,1
LILYROSE,6,0,0,1
LIN,35,0,0,1
LINA,1571,0,0,1
LINC,0,5,1,0
LINCOLN,6,2313,0.997412678,0.002587322
LINDA,113952,264,0.00231141,0.99768859
LINDALEE,18,0,0,1
LINDE,6,0,0,1
LINDEN,5,47,0.903846154,0.096153846
LINDITA,5,0,0,1
LINDLEY,7,0,0,1
LINDSAY,8495,145,0.016782407,0.983217593
LINDSEY,5847,84,0.014162873,0.985837127
LINDSIE,5,0,0,1
LINDSY,26,0,0,1
LINDY,121,21,0.147887324,0.852112676
LINETTE,456,0,0,1
LING,5,0,0,1
LINK,0,7,1,0
LINKIN,0,6,1,0
LINNEA,282,0,0,1
LINNETTE,75,0,0,1
LINO,0,112,1,0
LINSEY,116,0,0,1
LINUS,0,136,1,0
LINWOOD,0,247,1,0
LINZY,6,0,0,1
LION,0,6,1,0
LIONEL,0,2552,1,0
LIOR,6,112,0.949152542,0.050847458
LIORA,144,0,0,1
LIPA,0,728,1,0
LIRIA,5,0,0,1
LIRIDON,0,18,1,0
LIRIDONA,35,0,0,1
LIRON,6,0,0,1
LISA,87216,252,0.002881054,0.997118946
LISAANN,97,0,0,1
LISABETH,65,0,0,1
LISAMARIE,409,0,0,1
LISANDRA,352,0,0,1
LISANDRO,0,72,1,0
LISANNE,18,0,0,1
LISBEL,5,0,0,1
LISBET,12,0,0,1
LISBETH,731,0,0,1
LISE,291,0,0,1
LISET,8,0,0,1
LISETT,5,0,0,1
LISETTE,1659,0,0,1
LISHA,45,0,0,1
LISSA,229,0,0,1
LISSET,47,0,0,1
LISSETE,10,0,0,1
LISSETH,5,0,0,1
LISSETT,34,0,0,1
LISSETTE,1926,0,0,1
LITA,262,0,0,1
LITZI,18,0,0,1
LITZY,421,0,0,1
LIV,329,0,0,1
LIVANA,5,0,0,1
LIVIA,755,0,0,1
LIVIANA,7,0,0,1
LIVINGSTON,0,6,1,0
LIVIO,0,5,1,0
LIYA,136,0,0,1
LIYAH,132,0,0,1
LIYANA,124,0,0,1
LIZ,957,0,0,1
LIZA,2160,0,0,1
LIZABETH,419,0,0,1
LIZANDRA,5,0,0,1
LIZANNE,17,0,0,1
LIZBET,21,0,0,1
LIZBETH,1554,0,0,1
LIZET,10,0,0,1
LIZETH,149,0,0,1
LIZETTE,1422,0,0,1
LIZMARIE,76,0,0,1
LIZMARY,26,0,0,1
LIZZA,5,0,0,1
LIZZETTE,423,0,0,1
LIZZIE,71,0,0,1
LIZZY,5,0,0,1
LLEWELLYN,0,102,1,0
LLEWYN,0,8,1,0
LLIAM,0,6,1,0
LLOYD,0,7598,1,0
LLUVIA,16,0,0,1
LOAY,0,5,1,0
LOCHLAN,0,88,1,0
LOGAN,1023,13834,0.931143569,0.068856431
LOGEN,0,5,1,0
LOIC,0,5,1,0
LOIDA,105,0,0,1
LOIS,18141,6,0.000330633,0.999669367
LOKI,0,5,1,0
LOLA,2733,0,0,1
LOLITA,435,0,0,1
LON,0,313,1,0
LONA,129,0,0,1
LONDEN,7,0,0,1
LONDIN,5,0,0,1
LONDON,1689,329,0.163032706,0.836967294
LONDYN,583,0,0,1
LONDYNN,55,0,0,1
LONI,108,0,0,1
LONNIE,153,1501,0.907496977,0.092503023
LONNY,0,200,1,0
LORA,1476,0,0,1
LORAINE,1219,0,0,1
LORALEE,11,0,0,1
LORALEI,5,0,0,1
LORAN,0,11,1,0
LORAYNE,12,0,0,1
LORD,0,17,1,0
LORE,34,0,0,1
LOREAL,37,0,0,1
LOREDANA,34,0,0,1
LOREE,27,0,0,1
LOREEN,245,0,0,1
LORELAI,206,0,0,1
LORELEI,822,0,0,1
LORELLE,15,0,0,1
LOREN,1187,1720,0.591675267,0.408324733
LORENA,1372,0,0,1
LORENE,444,0,0,1
LORENZ,0,5,1,0
LORENZA,5,0,0,1
LORENZO,0,4121,1,0
LORETTA,16117,5,0.000310135,0.999689865
LORETTE,7,0,0,1
LORETTO,23,0,0,1
LORI,25805,18,0.000697053,0.999302947
LORIA,5,0,0,1
LORIANA,5,0,0,1
LORIANN,645,0,0,1
LORIANNE,189,0,0,1
LORIE,1202,0,0,1
LORIEN,10,0,0,1
LORIK,0,10,1,0
LORILEE,6,0,0,1
LORIN,132,54,0.290322581,0.709677419
LORINDA,198,0,0,1
LORINE,27,0,0,1
LORISSA,11,0,0,1
LORNA,1795,0,0,1
LORNE,0,176,1,0
LORRA,5,0,0,1
LORRAIN,6,0,0,1
LORRAINE,33554,11,0.000327722,0.999672278
LORRETTA,21,0,0,1
LORRI,464,0,0,1
LORRIANE,11,0,0,1
LORRIE,1049,0,0,1
LORRY,14,0,0,1
LORY,85,0,0,1
LORYN,10,0,0,1
LOTHAR,0,5,1,0
LOTOYA,5,0,0,1
LOTTA,5,0,0,1
LOTTIE,1639,0,0,1
LOTUS,38,0,0,1
LOU,746,129,0.147428571,0.852571429
LOUANN,328,0,0,1
LOUANNE,96,0,0,1
LOUAY,0,5,1,0
LOUELLA,222,0,0,1
LOUIE,0,1464,1,0
LOUIS,116,59121,0.998041764,0.001958236
LOUISA,1745,0,0,1
LOUISE,26325,33,0.001251992,0.998748008
LOURDES,3120,0,0,1
LOVE,130,0,0,1
LOVELL,0,72,1,0
LOVELY,33,0,0,1
LOVETTE,5,0,0,1
LOVINA,23,0,0,1
LOWELL,0,1224,1,0
LOYAL,5,21,0.807692308,0.192307692
LOYALTY,28,0,0,1
LOYDA,7,0,0,1
LTANYA,7,0,0,1
LU,132,0,0,1
LUA,12,0,0,1
LUAN,0,13,1,0
LUANA,88,0,0,1
LUANN,1080,0,0,1
LUANNE,632,0,0,1
LUBA,46,0,0,1
LUBNA,10,0,0,1
LUC,0,259,1,0
LUCA,84,3684,0.977707006,0.022292994
LUCAS,6,17536,0.999657964,0.000342036
LUCCA,0,182,1,0
LUCECITA,8,0,0,1
LUCELY,5,0,0,1
LUCERITO,5,0,0,1
LUCERO,152,0,0,1
LUCESITA,5,0,0,1
LUCI,46,0,0,1
LUCIA,3854,0,0,1
LUCIAN,0,588,1,0
LUCIANA,786,0,0,1
LUCIANNA,100,0,0,1
LUCIANO,0,1110,1,0
LUCIE,367,0,0,1
LUCIEN,0,625,1,0
LUCIENNE,33,0,0,1
LUCILA,27,0,0,1
LUCILE,534,0,0,1
LUCILLE,16215,0,0,1
LUCINDA,2105,0,0,1
LUCIO,0,82,1,0
LUCIUS,0,174,1,0
LUCKY,0,10,1,0
LUCRECIA,10,0,0,1
LUCRETIA,646,0,0,1
LUCREZIA,23,0,0,1
LUCUS,0,11,1,0
LUCY,16401,0,0,1
LUCYANN,5,0,0,1
LUDWIG,0,400,1,0
LUELLA,999,0,0,1
LUGENE,21,0,0,1
LUIGI,0,1134,1,0
LUIS,122,29813,0.995924503,0.004075497
LUISA,1544,0,0,1
LUISANA,5,0,0,1
LUISANGEL,0,15,1,0
LUISE,38,0,0,1
LUIZ,0,76,1,0
LUIZA,5,0,0,1
LUJAIN,5,0,0,1
LUKA,0,645,1,0
LUKAS,0,2023,1,0
LUKASZ,0,32,1,0
LUKE,0,13773,1,0
LUKUS,0,6,1,0
LULA,405,0,0,1
LULU,304,0,0,1
LUNA,1857,0,0,1
LUPITA,33,0,0,1
LURA,37,0,0,1
LURDES,10,0,0,1
LUTHER,0,976,1,0
LUVENIA,5,0,0,1
LUX,15,0,0,1
LUZ,4420,0,0,1
LUZER,0,15,1,0
LYA,5,0,0,1
LYAM,0,75,1,0
LYAN,0,5,1,0
LYANA,7,0,0,1
LYANNA,114,0,0,1
LYANNE,40,0,0,1
LYASIA,5,0,0,1
LYDA,5,0,0,1
LYDELL,0,127,1,0
LYDIA,10601,0,0,1
LYLA,1429,0,0,1
LYLAH,215,0,0,1
LYLE,0,2510,1,0
LYMAN,0,419,1,0
LYN,553,5,0.008960573,0.991039427
LYNANNE,6,0,0,1
LYNDA,5655,0,0,1
LYNDON,0,423,1,0
LYNDSAY,410,0,0,1
LYNDSEY,593,0,0,1
LYNELL,11,0,0,1
LYNELLE,22,0,0,1
LYNETTE,3063,0,0,1
LYNIAH,6,0,0,1
LYNN,22066,2413,0.098574288,0.901425712
LYNNDA,5,0,0,1
LYNNE,7999,0,0,1
LYNNETTE,960,0,0,1
LYNNMARIE,13,0,0,1
LYNSEY,106,0,0,1
LYNWOOD,0,40,1,0
LYON,0,5,1,0
LYRA,168,0,0,1
LYRIC,514,99,0.161500816,0.838499184
LYSA,10,0,0,1
LYSANDER,0,5,1,0
LYSETTE,24,0,0,1
LYSSA,5,0,0,1
MAALIK,0,10,1,0
MAAME,5,0,0,1
MAAYAN,102,0,0,1
MAAZ,0,18,1,0
MABEL,4421,0,0,1
MABELLE,26,0,0,1
MABLE,630,0,0,1
MAC,0,188,1,0
MACAYLA,63,0,0,1
MACE,0,11,1,0
MACEO,0,38,1,0
MACEY,144,0,0,1
MACHAI,0,5,1,0
MACHELLE,30,0,0,1
MACHI,0,5,1,0
MACI,309,0,0,1
MACIE,291,0,0,1
MACIEJ,0,10,1,0
MACIEL,15,0,0,1
MACK,0,541,1,0
MACKAYLA,40,0,0,1
MACKENNA,133,0,0,1
MACKENSIE,5,0,0,1
MACKENZI,54,9,0.142857143,0.857142857
MACKENZIE,6547,400,0.057578811,0.942421189
MACKENZY,17,0,0,1
MACKLIN,0,21,1,0
MACY,374,0,0,1
MADALENA,5,0,0,1
MADALENE,15,0,0,1
MADALINE,222,0,0,1
MADALYN,787,0,0,1
MADALYNN,227,0,0,1
MADALYNNE,5,0,0,1
MADDALENA,97,0,0,1
MADDEN,11,155,0.93373494,0.06626506
MADDEX,0,17,1,0
MADDIE,65,0,0,1
MADDISON,699,0,0,1
MADDIX,0,11,1,0
MADDOX,10,1000,0.99009901,0.00990099
MADDUX,0,5,1,0
MADDYSON,10,0,0,1
MADELAINE,188,0,0,1
MADELEIN,12,0,0,1
MADELEINE,3817,0,0,1
MADELENA,5,0,0,1
MADELENE,177,0,0,1
MADELIN,287,0,0,1
MADELINE,21650,0,0,1
MADELON,105,0,0,1
MADELYN,5721,0,0,1
MADELYNE,106,0,0,1
MADELYNN,440,0,0,1
MADELYNNE,10,0,0,1
MADGE,220,0,0,1
MADIGAN,29,0,0,1
MADIHA,16,0,0,1
MADILYN,391,0,0,1
MADILYNN,152,0,0,1
MADINA,150,0,0,1
MADISEN,128,0,0,1
MADISON,18873,168,0.008823066,0.991176934
MADISSON,5,0,0,1
MADISYN,701,0,0,1
MADLYN,113,0,0,1
MADOLYN,12,0,0,1
MADONNA,325,0,0,1
MADYSEN,64,0,0,1
MADYSON,480,0,0,1
MAE,4525,0,0,1
MAEGAN,383,0,0,1
MAEGEN,13,0,0,1
MAEGHAN,30,0,0,1
MAEL,0,7,1,0
MAELEIGH,5,0,0,1
MAELIE,5,0,0,1
MAELLE,11,0,0,1
MAELYN,25,0,0,1
MAELYNN,22,0,0,1
MAESON,0,7,1,0
MAEVA,7,0,0,1
MAEVE,1502,0,0,1
MAFALDA,331,0,0,1
MAGABY,5,0,0,1
MAGALI,246,0,0,1
MAGALIE,36,0,0,1
MAGALIS,5,0,0,1
MAGALY,610,0,0,1
MAGAN,27,0,0,1
MAGDA,479,0,0,1
MAGDALA,6,0,0,1
MAGDALEN,71,0,0,1
MAGDALENA,1178,0,0,1
MAGDALENE,294,0,0,1
MAGDALINE,12,0,0,1
MAGEN,86,0,0,1
MAGGIE,2978,0,0,1
MAGNOLIA,195,0,0,1
MAGNUS,0,180,1,0
MAHA,190,0,0,1
MAHAD,0,28,1,0
MAHALIA,53,0,0,1
MAHAM,17,0,0,1
MAHAMADOU,0,231,1,0
MAHDI,0,168,1,0
MAHDIYA,16,0,0,1
MAHEEN,54,0,0,1
MAHEK,22,0,0,1
MAHENDRA,0,6,1,0
MAHER,0,22,1,0
MAHESH,0,5,1,0
MAHI,32,0,0,1
MAHIMA,22,0,0,1
MAHIN,0,5,1,0
MAHIR,0,124,1,0
MAHIRA,56,0,0,1
MAHJABEEN,5,0,0,1
MAHKI,0,27,1,0
MAHLIK,0,5,1,0
MAHLON,0,116,1,0
MAHMOUD,0,317,1,0
MAHMUD,0,5,1,0
MAHNOOR,168,0,0,1
MAHOGANY,233,0,0,1
MAHREEN,16,0,0,1
MAHROSH,5,0,0,1
MAHUM,5,0,0,1
MAI,126,0,0,1
MAIA,1211,0,0,1
MAIAH,20,0,0,1
MAIDA,133,0,0,1
MAILEN,5,0,0,1
MAILY,5,0,0,1
MAIMOUNA,176,0,0,1
MAIMUNA,35,0,0,1
MAIRA,374,0,0,1
MAIREAD,241,0,0,1
MAISHA,208,0,0,1
MAISIE,227,0,0,1
MAISON,0,270,1,0
MAISY,32,0,0,1
MAITE,85,0,0,1
MAITLAND,0,5,1,0
MAIYA,199,0,0,1
MAIYAH,5,0,0,1
MAJA,71,0,0,1
MAJD,0,5,1,0
MAJED,0,5,1,0
MAJESTY,50,21,0.295774648,0.704225352
MAJOR,0,303,1,0
MAJORIE,15,0,0,1
MAKAELA,40,0,0,1
MAKAI,0,335,1,0
MAKAILA,172,0,0,1
MAKALA,34,0,0,1
MAKARI,0,5,1,0
MAKAYA,5,0,0,1
MAKAYLA,4166,0,0,1
MAKAYLAH,133,0,0,1
MAKAYLEE,10,0,0,1
MAKEBA,122,0,0,1
MAKEDA,360,0,0,1
MAKENA,90,0,0,1
MAKENNA,879,0,0,1
MAKENZI,59,0,0,1
MAKENZIE,1124,0,0,1
MAKENZY,11,0,0,1
MAKHAI,0,20,1,0
MAKHI,0,179,1,0
MAKIA,5,0,0,1
MAKIAH,21,0,0,1
MAKISHA,6,0,0,1
MAKIYA,18,0,0,1
MAKIYAH,5,0,0,1
MAKSIM,0,193,1,0
MAKSYM,0,36,1,0
MAKSYMILIAN,0,5,1,0
MAKYLA,10,0,0,1
MALA,19,0,0,1
MALAAK,5,0,0,1
MALACHAI,0,43,1,0
MALACHI,0,2674,1,0
MALACHY,0,48,1,0
MALAIKA,210,0,0,1
MALAK,322,0,0,1
MALAKAI,0,266,1,0
MALAKHI,0,64,1,0
MALAKI,0,120,1,0
MALANA,6,0,0,1
MALANI,131,0,0,1
MALANIE,5,0,0,1
MALASIA,20,0,0,1
MALAYA,143,0,0,1
MALAYAH,54,0,0,1
MALAYSHA,12,0,0,1
MALAYSIA,384,0,0,1
MALCOLM,0,5395,1,0
MALCOM,0,136,1,0
MALE,0,1037,1,0
MALEAH,204,0,0,1
MALEEK,0,206,1,0
MALEEKA,10,0,0,1
MALEENA,5,0,0,1
MALEIK,0,5,1,0
MALEK,0,174,1,0
MALEKA,6,0,0,1
MALENA,130,0,0,1
MALERIE,5,0,0,1
MALEYAH,5,0,0,1
MALI,38,0,0,1
MALIA,947,0,0,1
MALIAH,157,0,0,1
MALICK,0,63,1,0
MALIEK,0,101,1,0
MALIHA,208,0,0,1
MALIK,0,4466,1,0
MALIKA,698,0,0,1
MALIKAH,50,0,0,1
MALIKAI,0,11,1,0
MALIKE,0,11,1,0
MALIKI,0,5,1,0
MALIN,5,0,0,1
MALINA,146,0,0,1
MALINDA,484,0,0,1
MALIQUE,0,183,1,0
MALISA,40,0,0,1
MALISSA,351,0,0,1
MALIYA,64,0,0,1
MALIYAH,438,0,0,1
MALKA,3396,0,0,1
MALKE,30,0,0,1
MALKIE,54,0,0,1
MALKY,1747,0,0,1
MALLORIE,68,0,0,1
MALLORY,1933,6,0.003094379,0.996905621
MALORIE,62,0,0,1
MALVIN,0,102,1,0
MALVINA,147,0,0,1
MALYA,5,0,0,1
MAMA,10,0,0,1
MAMADI,0,5,1,0
MAMADOU,0,771,1,0
MAMADY,0,5,1,0
MAME,77,0,0,1
MAMIE,1168,0,0,1
MAN,0,10,1,0
MANA,11,0,0,1
MANAHIL,38,0,0,1
MANAL,55,0,0,1
MANAR,33,0,0,1
MANAV,0,17,1,0
MANDA,18,0,0,1
MANDEE,11,0,0,1
MANDEEP,5,0,0,1
MANDEL,0,5,1,0
MANDI,290,0,0,1
MANDIE,17,0,0,1
MANDISA,26,0,0,1
MANDY,1518,0,0,1
MANFRED,0,128,1,0
MANHA,148,0,0,1
MANIAH,5,0,0,1
MANISH,0,28,1,0
MANISHA,40,0,0,1
MANIYA,20,0,0,1
MANIYAH,22,0,0,1
MANKIRAT,0,5,1,0
MANLEY,0,28,1,0
MANNAT,17,0,0,1
MANNIE,0,33,1,0
MANNIX,0,15,1,0
MANNY,0,750,1,0
MANOJ,0,5,1,0
MANOLO,0,5,1,0
MANON,6,0,0,1
MANPREET,35,17,0.326923077,0.673076923
MANREET,5,0,0,1
MANSI,10,0,0,1
MANUEL,0,10959,1,0
MANUELA,277,0,0,1
MANVIR,0,5,1,0
MANYA,10,0,0,1
MAOR,0,6,1,0
MAPLE,10,0,0,1
MARA,1963,0,0,1
MARAH,54,0,0,1
MARALEE,5,0,0,1
MARALYN,53,0,0,1
MARAM,103,0,0,1
MARANDA,261,0,0,1
MARC,5,21317,0.9997655,0.0002345
MARCANTHONY,0,110,1,0
MARCEE,5,0,0,1
MARCEL,5,1498,0.99667332,0.00332668
MARCELA,336,0,0,1
MARCELINA,10,0,0,1
MARCELINE,99,0,0,1
MARCELINO,0,276,1,0
MARCELL,0,85,1,0
MARCELLA,3321,0,0,1
MARCELLE,508,0,0,1
MARCELLINE,20,0,0,1
MARCELLO,0,682,1,0
MARCELLUS,0,227,1,0
MARCELO,0,626,1,0
MARCEY,7,0,0,1
MARCI,867,0,0,1
MARCIA,13682,0,0,1
MARCIAL,0,73,1,0
MARCIE,827,0,0,1
MARCIN,0,55,1,0
MARCO,0,5183,1,0
MARCOS,0,3141,1,0
MARCUS,0,11199,1,0
MARCY,2070,6,0.002890173,0.997109827
MARE,0,5,1,0
MAREK,0,96,1,0
MARELI,7,0,0,1
MARELIN,5,0,0,1
MARELY,42,0,0,1
MARELYN,36,0,0,1
MAREN,214,0,0,1
MARGARET,116064,246,0.002115037,0.997884963
MARGARETANN,21,0,0,1
MARGARETE,50,0,0,1
MARGARETMARY,5,0,0,1
MARGARETTA,53,0,0,1
MARGARETTE,24,0,0,1
MARGARIT,5,0,0,1
MARGARITA,3715,0,0,1
MARGARITE,29,0,0,1
MARGAUX,242,0,0,1
MARGE,160,0,0,1
MARGERET,10,0,0,1
MARGERY,1569,0,0,1
MARGHERITA,300,0,0,1
MARGIE,2750,0,0,1
MARGO,2058,0,0,1
MARGOT,1834,0,0,1
MARGRET,253,0,0,1
MARGUARITE,5,0,0,1
MARGUERITA,55,0,0,1
MARGUERITE,8819,0,0,1
MARGUIS,0,7,1,0
MARGUITA,7,0,0,1
MARGULIA,5,0,0,1
MARGY,10,0,0,1
MARI,821,0,0,1
MARIA,57544,203,0.003515334,0.996484666
MARIAELENA,38,0,0,1
MARIAH,4603,0,0,1
MARIAJOSE,16,0,0,1
MARIALIZ,11,0,0,1
MARIAM,1983,0,0,1
