"Title","Average_2014","Male_2014","Female_2014","Gap_2014","Average_2015","Male_2015","Female_2015","Gap_2015","Average_2016","Male_2016","Female_2016","Gap_2016","Average_2017","Male_2017","Female_2017","Gap_2017","Average_2018","Male_2018","Female_2018","Gap_2018","Average_2019","Male_2019","Female_2019","Gap_2019","Average_2020","Male_2020","Female_2020","Gap_2020"
"ADMINISTRATIVE ARCHITECT",121712.561402263,122449.10711668,119199.41127861,"1.3%",128732.320528293,130337.814720532,123212.581360348,"2.8%",127265.976111724,128352.417515276,123487.096504704,"1.9%",128402.794187285,130147.489429171,123369.047235162,"2.7%",125545.617574647,127448.24952711,120597.988500674,"2.8%",130161.722853765,132202.670524433,125655.93987938,"2.5%",135159.797297297,136928.532142738,131886.457287954,"1.9%"
"ADMINISTRATIVE ASSESSOR",126803.918269535,126808.652975794,122341.625226116,"1.8%",145171.353453086,145163.743486322,151083.780782742,"-2.0%",146136.6907772,146136.313431156,146349.772385394,"-0.1%",144685.310948116,149826.751590935,114178.300848732,"13.5%",142704.534208682,150703.432079291,110906.239421253,"15.2%",153024.682343913,172775.326386779,113725.872976726,"20.6%",158908.666666667,180308.694359171,116327.9990735,"21.6%"
"ADMINISTRATIVE ASSISTANT",48557.75918956,48245.9831398962,48732.4957420833,"-0.5%",51834.9926922949,51369.6275255976,52084.3416287073,"-0.7%",52158.3968126936,50902.3626331442,52864.9695012925,"-1.9%",53473.7085494725,53181.7044208945,53663.0844750889,"-0.5%",51499.2053438127,50909.219642723,51826.8743002961,"-0.9%",52975.276509442,52312.8058434098,53336.804472212,"-1.0%",53104.0238095238,52346.9201501004,53638.5519666661,"-1.2%"
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",NA,NA,NA,NA,NA,NA,NA,NA,43320.4125252121,53424.0554823297,42366.9316675053,"11.5%",44833.4839956402,50688.9920947658,43887.254532083,"7.2%",43727.1708731358,46637.7813049986,43213.1837311546,"3.8%",43908.476665745,44700.125994054,43907.8972014116,"0.9%",44374.5,35802.3091236839,45039.7622241763,"-11.4%"
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",168842.39475448,168842.39475448,168842.39475448,"0.0%",176251.067294462,176251.067294462,176251.067294462,"0.0%",NA,NA,NA,NA,93040.0507414643,93040.0507414643,93040.0507414643,"0.0%",104106.356797624,117707.151329066,90495.0636631997,"13.1%",129955.164102082,148494.507972511,93013.8936636227,"23.0%",132911,151871.858729276,95129.8241957776,"23.0%"
"ADMINISTRATIVE ASSOCIATE",59235.2766305134,60479.4737240339,57043.672437188,"2.9%",64734.6247156787,65696.789029272,62730.1333074474,"2.3%",68798.6953071747,70178.8521139691,65694.377835704,"3.3%",69609.0309072815,71487.7729766919,66331.7960714292,"3.7%",65986.6060128051,67580.7712890739,63830.2505854238,"2.9%",67515.0071396832,69237.844428869,65377.1412507879,"2.9%",67309.8596491228,69024.7060559364,64801.4571157775,"3.2%"
"ADMINISTRATIVE ATTORNEY",174075.993980551,174075.993980551,174075.993980551,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169863.641388869,178038.568020775,153520.452327891,"7.4%",NA,NA,NA,NA
"ADMINISTRATIVE BLASTING INSPECTOR",120488.795275491,120488.795275491,120488.795275491,"0.0%",125775.185952865,125775.185952865,125775.185952865,"0.0%",127584.116355187,127584.116355187,127584.116355187,"0.0%",121139.04144091,121139.04144091,121139.04144091,"0.0%",112644.281300761,112644.447120212,112598.420299589,"0.0%",120789.930955905,120789.930955905,120789.930955905,"0.0%",123537,123537,123537,"0.0%"
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",105789.830140243,106034.544358666,105543.708941917,"0.2%",124964.910858927,130112.596356094,114660.065052207,"6.3%",127704.791633353,133403.1957662,116308.918851778,"6.8%",131017.034894893,134324.203692327,117849.147125039,"6.5%",130870.638034685,136327.090342568,114567.035271356,"8.7%",127875.849249419,133105.080803239,117429.43191305,"6.3%",131722,143309.378579725,120068,"8.8%"
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",96968.2464492415,101565.270420953,93434.0864914151,"4.2%",102289.293809987,106023.429656711,99610.2765553818,"3.1%",104974.63901659,102786.53241194,106440.370329696,"-1.7%",107455.735275955,110459.627927294,105777.967197682,"2.2%",107255.648219597,112595.951375976,104196.422001626,"3.9%",113850.062595561,115579.569972803,112676.767296267,"1.3%",115095.565517241,116537.489598627,113968.238200854,"1.1%"
"ADMINISTRATIVE CHIEF",200583.355463662,200583.355463662,200583.355463662,"0.0%",211046.718590237,211046.718590237,211046.718590237,"0.0%",168870.056641015,173858.705365793,163903.343875865,"2.9%",140808.065161713,134520.754287889,144878.761169727,"-3.7%",135508.947851416,135217.5488067,135704.369537282,"-0.2%",140847.623037237,142645.758895942,139573.78348611,"1.1%",144119.19047619,149655.416318438,140323.218902171,"3.2%"
"ADMINISTRATIVE CITY PLANNER",109699.303859148,111925.711157667,106229.990743747,"2.6%",115584.685773384,117685.044356804,111873.881611769,"2.5%",118910.812804817,121983.415226175,113182.39690446,"3.7%",121565.384337331,126324.708576902,112589.253635798,"5.7%",121079.379371475,127521.891940336,111860.855286465,"6.5%",119809.53226044,125670.254051384,112378.344420817,"5.6%",119073.193103448,123063.660979016,114229.547156123,"3.7%"
"ADMINISTRATIVE CLAIM EXAMINER",90310.2162702176,93575.9878205086,85223.0910515106,"4.7%",92874.6259609437,96735.3568523241,87953.9266126201,"4.8%",93093.8365563995,90709.5562412875,96214.8360471779,"-2.9%",94261.7711049892,94590.2854466335,93910.9660947652,"0.4%",88703.9030054238,86795.8488156854,90489.4504245144,"-2.1%",91552.8998110758,91588.3001701911,91523.7923416956,"0.0%",93781.28125,93326.2636643075,94235.0371777583,"-0.5%"
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",119661.28352253,99228.677686306,125547.163244728,"-11.7%",120252.61643461,102855.326586784,126094.431574069,"-10.2%",123745.74280032,121082.318042763,124785.892089673,"-1.5%",117985.530518497,110695.246856923,121972.751235104,"-4.8%",118275.20705877,114971.08373505,119847.475859673,"-2.1%",130055.900644297,129491.872248923,130366.361428935,"-0.3%",132888.898305085,134425.887809682,132087.503027863,"0.9%"
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",110434.760823105,112822.605610003,100937.859393161,"5.6%",114921.420973787,117632.876111718,104666.732896424,"5.8%",125052.903941921,127987.234546755,111778.641035109,"6.8%",128205.314977244,130920.257631798,113125.201922998,"7.3%",128153.1098077,131351.504159217,110976.773090663,"8.4%",131935.591846803,133496.195708607,126295.076512981,"2.8%",134734.055555556,135405.870408659,132116.729361884,"1.2%"
"ADMINISTRATIVE CONSULTANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107731.05631934,106963.666826386,107731.216436774,"-0.4%",104729.996500462,103983.984146575,104730.152157512,"-0.4%",101380.866242238,112794.606150304,101379.278685397,"5.3%",103686.666666667,115360,103685.043002527,"5.3%"
"ADMINISTRATIVE CONTRACT SPECIALIST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85605.8336311338,85425.9824209896,85743.9437847319,"-0.2%",88218,86916.4980957662,89167.7315943799,"-1.3%"
"ADMINISTRATIVE DEPUTY REGISTER",109156.739220422,103198.510034523,109162.356714595,"-2.8%",113468.095768271,107726.903495374,113473.508637285,"-2.6%",115493.738781731,109276.105736558,115499.600845158,"-2.8%",116992.926074724,110694.749302766,116998.8640758,"-2.8%",113733.858712616,107611.130004459,113739.631299028,"-2.8%",116656.142919789,110376.571780957,116662.063379238,"-2.8%",119309.333333333,112887,119315.388390793,"-2.8%"
"ADMINISTRATIVE DIRECTOR OF LABORATORY",125535.07707231,127424.622050934,122929.634785701,"1.8%",130850.493465991,132563.399609036,128488.613675582,"1.6%",138035.890944005,137440.175661547,139099.319107287,"-0.6%",139730.602608994,141015.278108193,137092.308797493,"1.4%",137591.698055205,140422.004610131,132884.826621843,"2.8%",136500.887989653,139853.58494444,131532.106385301,"3.1%",136680.888888889,141843.24963272,130578.33794485,"4.1%"
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",142305.758943814,142305.758943814,142305.758943814,"0.0%",148549.832615913,148549.832615913,148549.832615913,"0.0%",150686.291575055,150686.291575055,150686.291575055,"0.0%",139792.873748357,139795.352035655,139108.046088846,"0.2%",135898.669136382,135901.078386129,135232.918694176,"0.2%",161135.151643292,161135.151643292,161135.151643292,"0.0%",142655,142661.915294519,140805.32958567,"0.7%"
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",83892.0135672464,80512.9333520001,85243.3238366816,"-2.9%",78913.1414512301,76071.1659019256,80611.7452404409,"-2.9%",82757.2602092591,82554.3072860564,82818.1426092699,"-0.2%",85256.7660420618,84503.9423284755,85899.6745744875,"-0.8%",83763.7770864037,81913.6646116082,85301.146707326,"-2.0%",89906.0902918821,84700.1254688809,92325.4547033622,"-4.3%",89703.3214285714,84686.794485746,94132.3086650611,"-5.3%"
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",97365.8470113446,97092.1997260619,97472.9114695967,"-0.2%",103111.61004335,105357.254484647,102121.343442671,"1.6%",105285.397289644,106647.088878947,104691.789737428,"0.9%",105125.123776892,106396.005430616,104589.193774092,"0.9%",103513.483251571,104978.579952291,102951.291125925,"1.0%",107625.231028927,110455.033052281,106569.626476384,"1.8%",110993.766393443,114783.020344525,109615.936771383,"2.3%"
"ADMINISTRATIVE EDUCATION ANALYST",107502.690858319,108797.843814093,106760.094457533,"0.9%",113246.106659836,113671.442471346,113005.963031299,"0.3%",112646.322073736,112470.747198266,112757.22544158,"-0.1%",110059.520834026,111130.479844117,109432.98341913,"0.8%",108242.95282071,110125.096021989,107170.515159017,"1.4%",109730.186268713,111770.010381514,108483.650739322,"1.5%",113293.770348837,116555.614814556,111383.042857863,"2.3%"
"ADMINISTRATIVE EDUCATION OFFICER",111041.840338036,115553.515722146,108698.262366876,"3.1%",109617.602840736,112705.613785793,108032.218583811,"2.1%",106771.954386819,108852.14411937,105698.848468518,"1.5%",105191.556939728,107072.638240493,104227.652113757,"1.3%",103491.924382783,104367.592169041,103033.153882719,"0.6%",105344.620905276,107169.288103289,104384.825947465,"1.3%",108829.40546697,108915.210527733,108783.663140789,"0.1%"
"ADMINISTRATIVE ENGINEER",127942.537438149,128882.77724988,120581.406731912,"3.3%",133863.006927281,134669.177059082,127861.852095379,"2.6%",136381.475002967,137237.10709478,131025.346542616,"2.3%",138816.699377028,139371.612018825,135417.939610301,"1.4%",131683.078417797,132433.068425926,127545.303158399,"1.9%",135178.605263875,136174.336012095,130153.917892676,"2.3%",139195.112328767,140229.735851047,133811.16586244,"2.3%"
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",96514.5666544423,100120.622870194,78766.817191981,"11.9%",100304.913509806,103980.346082431,82215.7178449719,"11.7%",101926.491658576,103943.689831049,90033.2426537737,"7.2%",104629.520650249,104632.716840916,103404.306155082,"0.6%",104470.530638875,104472.258163486,103712.208654062,"0.4%",106892.024126671,106893.781678905,106120.52108151,"0.4%",107616,107619.242798056,106039.452830828,"0.7%"
"ADMINISTRATIVE GRAPHIC ARTIST",87920.2680540371,80541.5924040104,100761.158764323,"-11.2%",88781.2051310005,88971.2531495199,88279.2373587628,"0.4%",92847.3577876002,96076.6027714748,87232.6379911305,"4.8%",96827.3838683916,97653.3876482875,95886.9079821631,"0.9%",98163.0055737809,100168.275496612,96166.7634007941,"2.0%",99805.3505121338,100116.545486452,99495.1107567343,"0.3%",105242.875,108718.162218994,101775.756940834,"3.3%"
"ADMINISTRATIVE HORTICULTURIST",81528.4818058348,82027.633349864,80250.9928986365,"1.1%",85348.6458614726,86511.0675279349,82896.3257413754,"2.1%",83785.3223676089,84148.0227090394,83121.6287884815,"0.6%",86032.9973924282,85157.7189598363,87767.008708055,"-1.5%",84627.3848762788,84389.9597361122,85199.6981644053,"-0.5%",85235.6663293402,84178.7186332581,86734.7350059476,"-1.5%",88839.1351351351,86969.1673744958,91865.3007730551,"-2.7%"
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",111736.465246785,105784.733248952,115882.861586029,"-4.6%",118739.992291748,109939.796583755,124864.455042202,"-6.4%",120912.066705347,115091.338536515,124438.924203324,"-3.9%",120273.823881479,108301.561978006,130182.865425793,"-9.2%",112881.646460292,105100.485164556,116529.230423352,"-5.2%",119562.953915788,111507.128165784,123153.654708922,"-5.0%",128325.857142857,133157.697967499,126306.883050576,"2.6%"
"ADMINISTRATIVE HOUSING MANAGER",115700.045991815,112938.085350751,117930.789610466,"-2.2%",119599.814661466,117898.842875277,121117.596289644,"-1.3%",121651.926756446,119012.226083991,123454.183040276,"-1.8%",125946.447226556,123498.104145579,127385.360646368,"-1.5%",123636.802715455,122633.027980191,124138.487988592,"-0.6%",128554.679032606,127336.67531849,129224.532473696,"-0.7%",128154.272727273,134992.046340167,125264.228079554,"3.7%"
"ADMINISTRATIVE HOUSING SUPERINTENDENT",112497.614213645,112594.938494593,107904.553361837,"2.1%",117489.552315925,117616.145047321,111472.404882692,"2.7%",120459.882832093,121213.816511939,107405.074312957,"6.0%",122122.759332451,122798.238974628,110623.181000123,"5.2%",118312.692915482,119027.863333816,112263.209837278,"2.9%",122773.136118829,124090.439318374,115101.852088435,"3.8%",125113.588235294,126117.427348135,119721.30860409,"2.6%"
"ADMINISTRATIVE INSPECTOR",107997.984795815,108057.779890859,106778.763071337,"0.6%",113441.173783015,113620.294876198,110875.453104042,"1.2%",122034.012433254,123108.25666524,111853.453261162,"4.8%",123271.97736215,123920.32043828,115079.849383025,"3.7%",119180.538868875,119709.94845513,105578.606268828,"6.3%",123371.079938887,124688.530553389,106031.755049881,"8.1%",128279.976190476,128952.365070497,122309.991666287,"2.6%"
"ADMINISTRATIVE INVESTIGATOR",95048.7316578821,92776.2634969739,98007.8542239538,"-2.7%",97233.4718218523,95984.9194739437,98229.835599793,"-1.2%",97656.2592965959,104836.194217365,93870.6773688202,"5.5%",97067.6509474234,101961.710661082,94294.4143072053,"3.9%",95152.7982517606,98096.9104433744,93794.5803372051,"2.2%",95653.265631195,98895.2848761618,94260.2146410664,"2.4%",98261.5873015873,102295.649553719,96585.8683622859,"2.9%"
"ADMINISTRATIVE JUVENILE COUNSELOR",72509.5523488613,73414.0202850826,70386.8431350917,"2.1%",77666.2747320718,77666.2747320718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113348.508234078,140032.510017367,86813.3752841459,"23.5%",113005.666666667,150311.542716007,94396.258514525,"22.8%"
"ADMINISTRATIVE LABOR RELATIONS ANALYST",140596.192426369,152969.388119067,103516.550981976,"19.3%",136334.376391186,139672.840358218,124875.437921147,"5.6%",122203.512745353,136625.5971238,113832.17045679,"9.1%",128467.755938779,135598.98963202,126015.375363854,"3.7%",121985.597370871,127182.121192186,119521.10183013,"3.1%",120289.980373797,120135.054484806,120370.058385794,"-0.1%",126799.5,131745.089628081,123672.598428928,"3.2%"
"ADMINISTRATIVE LANDMARKS PRESERVATIONIST",93684.8182512885,93501.2921875538,94122.9767916729,"-0.3%",97043.6103712493,101902.941789325,89219.8308111936,"6.6%",104400.003335499,104488.287815839,104314.275966375,"0.1%",106613.241425348,105844.294898789,107212.488755526,"-0.6%",102452.32913256,106386.570789322,99892.4316772358,"3.1%",102529.849392983,106359.9784164,99548.8729930114,"3.3%",110875.6,108778.924567765,112238.201049394,"-1.6%"
"ADMINISTRATIVE LANDSCAPE ARCHITECT",114285.270974584,105756.61181696,125619.374273252,"-8.6%",119325.81469092,110441.772535976,131132.201795022,"-8.6%",123981.129213097,114698.732085952,133243.756806846,"-7.5%",125590.374522379,116187.616216251,134973.106951376,"-7.5%",121145.681749052,112943.045451506,137483.414311922,"-9.8%",128368.822103977,124123.342518759,141015.051902047,"-6.4%",132713,129769.540899663,140028.256268244,"-3.8%"
"ADMINISTRATIVE LAW JUDGE",128626.21504216,135800.032102154,125041.189250507,"4.1%",147269.843286754,158185.413450371,138587.721126403,"6.6%",147976.647970309,157013.501787673,140925.611617732,"5.4%",149196.599076907,159992.582231517,141946.380268788,"6.0%",145476.846510017,156617.978800377,137994.837162789,"6.3%",162646.159906201,169059.725478228,157641.953252875,"3.5%",161663.181818182,162260.588087131,161197.053516811,"0.3%"
"ADMINISTRATIVE MANAGEMENT AUDITOR",109149.330285671,109614.889336551,108032.757685872,"0.7%",111446.435162225,111705.770927671,110848.373079722,"0.4%",115812.6778944,114603.041167514,118590.312342413,"-1.7%",115716.216376161,114826.65099357,117707.28280619,"-1.2%",115099.93631494,113804.984641727,117568.090526413,"-1.6%",121152.032882136,119699.185816295,123677.240412821,"-1.6%",122422.480769231,121912.966751933,123123.426433017,"-0.5%"
"ADMINISTRATIVE MANAGER",110843.662787922,112478.845171072,109788.917099174,"1.2%",117375.120693899,121963.091234604,114224.958247315,"3.3%",129142.045012147,138825.86318171,121640.820686443,"6.6%",130317.037056854,139698.780361437,124505.59728246,"5.8%",122405.045915112,126573.536312478,120107.018877928,"2.6%",126670.113422744,130909.105179061,124475.418826061,"2.5%",129805,132054.498985779,128590.360984456,"1.3%"
"ADMINISTRATIVE NUTRITIONIST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89537.5523693684,89537.5523693684,89537.5523693684,"0.0%",92163.502882441,92163.502882441,92163.502882441,"0.0%",100005.174885083,98441.8401619663,100006.707842649,"-0.8%",99709.75,96315.8475518523,99714.7728156049,"-1.7%"
"ADMINISTRATIVE PARKS & RECREATION MANAGER",87343.9434422227,87477.5481879504,87063.3825340704,"0.2%",89977.1071661724,90432.7408610415,88982.2397098348,"0.8%",90646.1667117911,91018.2286481631,89938.9973288751,"0.6%",91455.783410579,91673.3202647553,91019.106646195,"0.4%",92462.9897433776,92593.6086016028,92165.8753456341,"0.2%",98683.4973735523,97746.8773256315,100408.648627343,"-1.3%",102047.6875,100760.630744983,104268.12862521,"-1.7%"
"ADMINISTRATIVE PRINTING SERVICES MANAGER",103781.963646193,107697.083178951,92201.8435078448,"7.8%",106175.51684751,110215.952053255,96198.5890126764,"6.8%",105044.259369378,108083.663236538,97535.8960737033,"5.1%",111654.832637415,113870.610886816,98631.602761572,"7.2%",108605.471796668,108594.150121319,112329.235375762,"-1.7%",111396.039356443,111384.426903978,115215.441186859,"-1.7%",119818.285714286,119802.095227171,125143.429245295,"-2.2%"
"ADMINISTRATIVE PROBATION OFFICER",91473.6616881557,87988.7925015049,93521.8584288792,"-3.0%",96548.5086846049,93078.9877458453,98587.6846473242,"-2.9%",96705.1587143302,93485.4375170073,98686.9006188106,"-2.7%",99112.4123015142,97546.7925945739,100150.552158166,"-1.3%",97757.4577155726,95997.1325698392,99007.873395411,"-1.5%",101083.642302207,101812.749456281,100569.770177695,"0.6%",103197.974358974,103966.654755262,102665.836190792,"0.6%"
"ADMINISTRATIVE PROCUREMENT ANALYST",98083.9958816512,94782.0781805379,100730.641195865,"-3.0%",99438.9906272485,99032.8737688443,99762.5900100991,"-0.4%",100356.67796283,97561.2094060799,102273.646956659,"-2.4%",97739.8424691538,96744.7648691856,98427.8439362075,"-0.9%",99321.2173232941,99018.8789275552,99520.0930422525,"-0.3%",90672.3104345962,94420.7719556484,88336.4252958365,"3.3%",111626.444444444,114627.096010636,109473.843874258,"2.3%"
"ADMINISTRATIVE PROCUREMENT ANALYST-NON-MGRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87766.3457943925,93127.4231597493,85223.3037253797,"4.4%"
"ADMINISTRATIVE PROJECT DIRECTOR",110419.510831215,107569.052586628,113820.73121958,"-2.8%",122649.059374755,121291.319247747,123519.968426943,"-0.9%",122990.932706448,121543.37081434,123675.957801681,"-0.9%",120519.710776384,115736.320222055,124488.355522746,"-3.6%",111190.567696146,101202.518750236,118455.226477674,"-7.9%",114874.760248549,113329.453398661,115344.201009523,"-0.9%",113667.05,110941.066089307,114888.979676675,"-1.7%"
"ADMINISTRATIVE PROJECT MANAGER",114887.883069373,113786.267490962,118389.104259132,"-2.0%",121049.597892151,118445.137251919,129055.069524106,"-4.3%",123611.914482127,121276.351017812,130537.518971286,"-3.7%",122521.8807332,121955.189924762,124135.593925809,"-0.9%",118235.446206813,118029.921088367,118782.854798117,"-0.3%",119471.077505756,120190.77380985,117556.486635316,"1.1%",118795.81042654,119970.2883675,115760.27827911,"1.8%"
"ADMINISTRATIVE PSYCHOLOGIST",113171.297621306,111141.764053939,119201.973611128,"-3.5%",118097.685132355,115965.921370439,124432.13396418,"-3.5%",136422.687912253,117643.625491132,192252.095712921,"-24.1%",146359.347162532,119170.832982846,186911.599231053,"-22.1%",132641.969358139,118843.743715253,173642.832524285,"-18.7%",124810.252989405,124810.252989405,124810.252989405,"0.0%",147597,144519.904019538,156706.760782554,"-4.0%"
"ADMINISTRATIVE PUBLIC HEALTH NURSE",113302.234864157,117006.63103929,113298.608489744,"1.6%",117694.585899847,121688.637370293,117689.934168611,"1.7%",119426.467551136,124055.809184981,119421.173898416,"1.9%",114725.38756097,106187.244074091,115181.184180802,"-4.1%",111987.427118141,96879.8816345973,113593.782468369,"-7.9%",113011.26884142,101135.16846241,114426.383907511,"-6.2%",115825,104515.220762543,116445.604058278,"-5.4%"
"ADMINISTRATIVE PUBLIC HEALTH SANITARIAN",110215.210100824,111543.02911715,108711.205942874,"1.3%",116566.20490575,118244.808845547,114663.479204999,"1.5%",120983.821288893,123931.114094378,118084.807898628,"2.4%",126291.951520289,134626.8537469,117421.819508493,"6.8%",125128.932650287,128039.139351379,121583.142838397,"2.6%",128673.564163834,130240.277509666,127126.052047001,"1.2%",131581.636363636,133122.955168544,129913.901388013,"1.2%"
